"Story","Title","Result","Date","Stability","Duration (s)"
"Modify Order","Collection Date","ERROR","2023-02-22T23:29:08.267Z[Etc/UTC]","0.0","232.3"
"Modify Order","Collection Time","ERROR","2023-02-22T23:33:00.595Z[Etc/UTC]","0.0","289.88"
"Modify Order","Add Tests","ERROR","2023-02-22T23:37:50.505Z[Etc/UTC]","0.0","116.17"
"Modify Order","Verification","SUCCESS","2023-02-22T23:39:46.704Z[Etc/UTC]","0.0","9.13"
"Patient Entry","Patient Search","SUCCESS","2023-02-22T23:39:55.865Z[Etc/UTC]","0.0","28.92"
"Patient Entry","Patient Information","SUCCESS","2023-02-22T23:40:24.821Z[Etc/UTC]","0.0","29.12"
"Patient Entry","Overall Page","SUCCESS","2023-02-22T23:40:53.974Z[Etc/UTC]","0.0","15.53"
"Patient Entry","Verification","SUCCESS","2023-02-22T23:41:09.534Z[Etc/UTC]","0.0","10.67"
"Patient Report","Patient Report With no result yet","SUCCESS","2023-02-22T23:41:20.23Z[Etc/UTC]","0.0","13.21"
"Patient Report","Patient Report With Partial result reported","SUCCESS","2023-02-22T23:41:33.469Z[Etc/UTC]","0.0","50.68"
"Referral Work Flow","Register a patient's sample for Covid testing and send the lab request and sample to the Central Health Laboratory","FAILURE","2023-02-22T23:42:24.187Z[Etc/UTC]","0.0","118.21"
"Referral Work Flow","Register test requests sent electronically from the Flu Clinic","SUCCESS","2023-02-22T23:44:22.421Z[Etc/UTC]","0.0","304.19"
"Results Entry","Accessing Results Entry","ERROR","2023-02-22T23:49:26.637Z[Etc/UTC]","0.0","324.31"
"Results Entry","Searching for test result entry forms","SUCCESS","2023-02-22T23:54:50.98Z[Etc/UTC]","0.0","17.43"
"Results Entry","Results Entry Set-up","SUCCESS","2023-02-22T23:55:08.444Z[Etc/UTC]","0.0","42.51"
"Results Entry","Entering Test Results","SUCCESS","2023-02-22T23:55:50.98Z[Etc/UTC]","0.0","11.83"
"Results Entry","Overall Page","SUCCESS","2023-02-22T23:56:02.838Z[Etc/UTC]","0.0","38.7"
"Results Entry","Accept As Is functionality","SUCCESS","2023-02-22T23:57:36.018Z[Etc/UTC]","0.0","11.94"
"Results Entry","Verification","SUCCESS","2023-02-22T23:57:47.986Z[Etc/UTC]","0.0","8.26"
"Results Entry","Changing Results","FAILURE","2023-02-22T23:57:56.28Z[Etc/UTC]","0.0","10.06"
"Test Management Feature","Validate list items in Test Management menu","SUCCESS","2023-02-22T23:58:06.393Z[Etc/UTC]","0.0","5.89"
"Test Management Feature","Open Rename Existing Test Names page","SUCCESS","2023-02-22T23:58:12.316Z[Etc/UTC]","0.0","22.26"
"Test Management Feature","User rejects the testName updates","SUCCESS","2023-02-22T23:58:34.604Z[Etc/UTC]","0.0","10.28"
"Test Management Feature","User cancels the testName updates","SUCCESS","2023-02-22T23:58:44.914Z[Etc/UTC]","0.0","10.32"
"User management Feature","Create new user","SUCCESS","2023-02-22T23:58:55.263Z[Etc/UTC]","0.0","6.29"
"Validation","Validation","FAILURE","2023-02-22T23:59:01.594Z[Etc/UTC]","0.0","28.99"
"Validation","Overall Page","FAILURE","2023-02-22T23:59:30.61Z[Etc/UTC]","0.0","13.0"
"Validation","Verification","SUCCESS","2023-02-22T23:59:43.64Z[Etc/UTC]","0.0","14.48"
"WorkPlan Feature","Work plan by Test","FAILURE","2023-02-22T23:59:58.153Z[Etc/UTC]","0.0","7.57"
"WorkPlan Feature","Work plan by Panel","FAILURE","2023-02-23T00:00:05.747Z[Etc/UTC]","0.0","9.31"
"WorkPlan Feature","Work plan by Unit","FAILURE","2023-02-23T00:00:15.087Z[Etc/UTC]","0.0","6.39"
"WorkPlan Feature","Verification","FAILURE","2023-02-23T00:00:21.507Z[Etc/UTC]","0.0","17.79"
